,Название тура,Цена,Локация,Приб/отб,Рейтинг,Кол-во оценок,Сложность,Комфорт,Url,Тэги,Длительность,Место прожив.,Размер группы,Мин. возраст,Место встречи
5_7,Жемчужное ожерелье Карелии. Сокращенная программа,77700,Карелия,"['2024-05-28', '2024-06-02']",5,188,0.25,"Средний
Выше среднего
Высокий",https://bolshayastrana.com/kareliya/zhemchuzhnoe-ozherele-karelii-sokrashchennaya-programma-163125,['Экскурсионные туры'],6 дней,Гостиница,До 51 человека,7 лет,"Республика Карелия, Сортавала"
5_8,Жемчужное ожерелье Карелии,111000,Карелия,"['2024-05-28', '2024-06-05']",5,187,0.25,"Простой
Средний
Высокий",https://bolshayastrana.com/kareliya/zhemchuzhnoe-ozherele-karelii-94592,['Экскурсионные туры'],9 дней,Гостиница,До 51 человека,7 лет,"Республика Карелия, Сортавала"
5_9,"Погружение в Алтай: кони, сплав и треккинг",63000,Алтай,"['2024-05-28', '2024-06-03']",4.9,192,0.75,Базовый,https://bolshayastrana.com/altaj/pogruzhenie-v-altaj-koni-splav-treking-17506,"['Комбинированные туры', 'Конные туры', 'Сплавы', 'Пешие туры']",7 дней,Палатка или Турбаза,До 12 человек,10 лет,100 кг
5_10,Погружение в Алтай и Нижняя Катунь. Конно-водный тур,54000,Алтай,"['2024-05-28', '2024-06-02']",4.9,193,0.5,Базовый,https://bolshayastrana.com/altaj/pogruzhenie-v-altaj-i-nizhnyaya-katun-konno-vodnyj-tur-17438,"['Комбинированные туры', 'Конные туры', 'Сплавы']",6 дней,Палатка или Турбаза,До 12 человек,10 лет,100 кг
5_11,Погружение в Алтай. Конный тур,50000,Алтай,"['2024-05-28', '2024-06-02']",4.9,192,0.5,Базовый,https://bolshayastrana.com/altaj/pogruzhenie-v-altaj-konnyj-tur-17422,['Конные туры'],6 дней,Палатка или Турбаза,До 12 человек,10 лет,100 кг
5_12,Архипелаг Соловки. Святая легенда,51500,Архангельская область,"['2024-05-28', '2024-06-02']",4.9,88,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/svyataya-legenda-grand-tur-na-soloveckie-ostrova-16830,['Экскурсионные туры'],6 дней,Гостиница,До 40 человек,5 лет,г. Кемь
5_13,Чудеса Соловецкой природы,50300,Архангельская область,"['2024-05-28', '2024-06-01']",4.9,93,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/chudesa-soloveckoj-prirody-16687,['Экскурсионные туры'],5 дней,Гостиница,До 40 человек,5 лет,г. Кемь
5_14,Соловки. Собственный взгляд на историю и легенды,43800,Архангельская область,"['2024-05-28', '2024-05-31']",4.9,91,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/solovki-sobstvennyj-vzglyad-na-istoriyu-i-legendy-16686,['Экскурсионные туры'],4 дня,Гостиница,До 40 человек,5 лет,г. Кемь
5_15,Рассвет в Дагестане. Все включено,31500,Дагестан,"['2024-05-16', '2024-05-19']",5,27,0.5,Средний,https://bolshayastrana.com/dagestan/rassvet-v-dagestane-84689,"['Комбинированные туры', 'Экскурсионные туры', 'Джип-туры']",4 дня,Гостиница,До 14 человек,6 лет,"Республика Дагестан, Карабудахкентский район, аэропорт Махачкала (Уйташ)"
5_16,Соловецкие выходные,35500,Архангельская область,"['2024-05-31', '2024-06-02']",4.9,88,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/solovetskie-vykhodnye-229597,['Экскурсионные туры'],3 дня,Гостиница,До 40 человек,3 года,Кемь
5_17,Классика Байкала,67000,Байкал,"['2024-05-31', '2024-06-04']",4.9,173,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/klassika-bajkala-107588,['Экскурсионные туры'],5 дней,Гостевой дом или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
5_18,Байкал и Саяны. Расширенный тур,98000,Байкал,"['2024-05-31', '2024-06-07']",4.9,185,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/bajkal-i-sayany-rasshirennyj-tur-170530,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры']",8 дней,Гостевой дом или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
5_19,Легендарные полуострова Средний и Рыбачий,34900,Кольский полуостров,"['2024-07-06', '2024-07-07']",5,161,0.5,Простой,https://bolshayastrana.com/kolskij-poluostrov/legendarnye-poluostrova-srednij-i-rybachij-97181,['Экскурсионные туры'],2 дня,Турбаза,До 6 человек,10 лет,"Россия, Мурманск"
5_20,Сокровища Карельской земли,27600,Карелия,"['2024-06-01', '2024-06-03']",4.9,95,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kareliya/sokrovishcha-karelskoj-zemli-16682,['Экскурсионные туры'],3 дня,Гостиница,До 40 человек,5 лет,г. Петрозаводск
5_21,Кижи — Валаам — Соловки. Святые легенды Cевера,62700,Архангельская область,"['2024-06-01', '2024-06-05']",4.9,95,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/kizhi-valaam-solovki-svyatye-legendy-cevera-16681,['Экскурсионные туры'],5 дней,Гостиница,До 40 человек,5 лет,г. Петрозаводск
6_0,Карельская Одиссея,37900,Карелия,"['2024-06-01', '2024-06-04']",4.9,94,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kareliya/karelskaya-odisseya-16680,['Экскурсионные туры'],4 дня,Гостиница,До 40 человек,5 лет,г. Петрозаводск
6_1,Большое путешествие по Карелии,43900,Карелия,"['2024-06-01', '2024-06-05']",4.9,105,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kareliya/bolshoe-puteshestvie-po-karelii-16677,"['Комбинированные туры', 'Экскурсионные туры', 'Сплавы']",5 дней,Гостиница,До 40 человек,5 лет,г. Петрозаводск
6_2,Конный тур через Домбай и Эльбрус: Кубанское кольцо,76000,Эльбрус,"['2024-06-01', '2024-06-08']",4.9,192,0.75,"Базовый
Выше среднего",https://bolshayastrana.com/ehlbrus/konnyj-tur-cherez-dombaj-i-ehlbrus-kubanskoe-kolco-16611,['Конные туры'],8 дней,Гостиница,До 12 человек,10 лет,110 кг
6_3,Знакомство с Байкалом. Познавательный тур,73500,Байкал,"['2024-06-01', '2024-06-06']",5,548,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/znakomstvo-s-bajkalom-poznavatelnyj-tur-5648,['Экскурсионные туры'],6 дней,Гостиница,До 15 человек,5 лет,г. Иркутск
6_6,Очарование Ольхона и Иркутска,47900,Байкал,"['2024-06-01', '2024-06-07']",5,541,0.25,Простой,https://bolshayastrana.com/bajkal/ocharovanie-olhona-i-irkutska-5643,['Экскурсионные туры'],7 дней,Турбаза или Гостиница,До 15 человек,5 лет,г. Иркутск
6_7,Байкал и Саяны. С восхождением на пик Любви,63000,Байкал,"['2024-06-02', '2024-06-06']",4.9,171,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/bajkal-i-sayany-s-voshozhdeniem-na-pik-lyubvi-247276,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Восхождения']",5 дней,Турбаза или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
6_8,Кочевники Байкала,88000,Байкал,"['2024-06-02', '2024-06-08']",4.9,173,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/kochevniki-bajkala-231693,['Экскурсионные туры'],7 дней,Гостевой дом или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
6_9,Ольхон — сердце Байкала,31000,Байкал,"['2024-06-02', '2024-06-04']",4.9,170,0.25,"Простой
Средний
Выше среднего",https://bolshayastrana.com/bajkal/olhon-serdce-bajkala-231687,['Экскурсионные туры'],3 дня,Турбаза или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
6_10,Байкальское очарование. Классический маршрут,53000,Байкал,"['2024-06-02', '2024-06-06']",4.9,171,0.25,"Простой
Средний
Выше среднего",https://bolshayastrana.com/bajkal/bajkalskoe-ocharovanie-klassicheskij-marshrut-229425,['Экскурсионные туры'],5 дней,Гостиница,До 45 человек,2 года,"Россия, Иркутск"
6_11,Классика Байкала. Зеркальный маршрут,67000,Байкал,"['2024-06-02', '2024-06-06']",4.9,171,0.25,"Простой
Средний",https://bolshayastrana.com/bajkal/klassika-bajkala-zerkalnyj-marshrut-229422,['Экскурсионные туры'],5 дней,Гостевой дом или Гостиница,До 45 человек,2 года,"Россия, Иркутск"
